Age,Height,Weight,Bmi,BmiClass
42,1.75,112.0,36.57142857142857,3
41,1.74,78.59,25.95785440613027,2
41,1.73,74.39,24.85549132947977,1
41,1.75,82.79,27.033469387755105,2
41,1.76,60.0,19.369834710743802,1
41,1.72,78.6,26.56841535965387,2
41,1.55,37.7,15.691987513007284,0
41,1.73,110.1,36.78706271509238,3
40,1.74,78.58,25.95455145990223,2
40,1.73,74.48,24.885562497911724,1
40,1.75,82.68,26.997551020408167,2
40,1.729,74.48,24.914356898162566,1
40,1.7,105.0,36.33217993079585,3
40,1.74,58.0,19.157088122605362,1
40,1.7,75.0,25.95155709342561,2
40,1.56,38.0,15.61472715318869,0
40,1.68,108.6,38.47789115646259,3
39,1.74,77.42,25.571409697450125,2
39,1.73,73.42,24.531390958602024,1
39,1.75,81.42,26.58612244897959,2
39,1.729,73.42,24.559775556701066,1
39,1.72,56.0,18.92915089237426,1
39,1.66,71.7,26.019741617070697,2
39,1.56,38.3,15.73800131492439,0
39,1.78,90.2,28.468627698522912,2
39,1.74,111.7,36.8939093671555,3
38,1.74,77.41,25.56810675122209,2
38,1.73,73.51,24.56146212703398,1
38,1.75,81.31,26.550204081632653,2
38,1.729,73.51,24.589881519655346,1
38,1.68,80.0,28.344671201814062,2
38,1.7,54.0,18.68512110726644,1
38,1.71,74.8,25.580520502034815,2
38,1.57,38.7,15.70043409468944,0
38,1.77,88.3,28.18474895464266,2
38,1.78,118.9,37.52682742078021,3
37,1.74,77.4,25.564803804994057,2
37,1.73,73.6,24.591533295465933,1
37,1.75,81.2,26.514285714285716,2
37,1.729,73.6,24.61998748260962,1
37,1.7298,80.4,26.869789441512232,2
37,1.68,52.0,18.42403628117914,0
37,1.67,71.1,25.493922334970776,2
37,1.58,39.1,15.662554077872134,0
37,1.76,113.3,36.57670454545455,3
36,1.74,77.39,25.56150085876602,2
36,1.73,73.69,24.62160446389789,1
36,1.75,81.09,26.478367346938775,2
36,1.729,73.69,24.6500934455639,1
36,1.7298,80.39,26.866447427900102,2
36,1.66,50.0,18.144868631151112,0
36,1.69,62.0,21.707923392038097,1
36,1.68,68.4,24.234693877551027,1
36,1.59,39.6,15.663937344250622,0
36,1.75,112.2,36.63673469387755,3
35,1.74,77.38,25.55819791253798,2
35,1.73,73.78,24.651675632329848,1
35,1.75,80.98,26.442448979591838,2
35,1.729,73.78,24.68019940851818,1
35,1.7298,80.38,26.863105414287972,2
35,1.7,85.0,29.411764705882355,2
35,1.64,48.0,17.846519928613922,0
35,1.71,65.0,22.229061933586404,1
35,1.72,67.0,22.647376960519203,1
35,1.65,65.2,23.948576675849406,1
35,1.6,40.1,15.664062499999998,0
35,1.75,85.6,27.951020408163263,2
35,1.7,98.5,34.083044982698965,3
34,1.74,76.22,25.175056150085876,2
34,1.73,72.72,24.297504093020148,1
34,1.75,79.72,26.031020408163265,2
34,1.729,72.72,24.32561806705668,1
34,1.7298,79.22,26.47543183528108,2
34,1.62,46.0,17.527815881725342,0
34,1.73,67.0,22.386314277122523,1
34,1.72,66.0,22.30935640886966,1
34,1.71,66.0,22.571047501795427,1
34,1.7,65.0,22.49134948096886,1
34,1.73,70.9,23.689398242507266,1
34,1.61,40.6,15.66297596543343,0
34,1.77,86.9,27.737878642791024,2
34,1.81,120.9,36.90363542016422,3
33,1.74,76.21,25.17175320385784,2
33,1.73,72.81,24.327575261452104,1
33,1.75,79.61,25.995102040816327,2
33,1.729,72.81,24.35572403001096,1
33,1.7298,79.21,26.47208982166895,2
33,1.6,44.0,17.187499999999996,0
33,1.69,64.0,22.40817898532965,1
33,1.73,66.0,22.052190183434128,1
33,1.7,65.0,22.49134948096886,1
33,1.77,73.6,23.49261068020045,1
33,1.62,41.2,15.698826398414873,0
33,1.76,84.3,27.21461776859504,2
33,1.8,118.1,36.45061728395061,3
32,1.74,76.2,25.168450257629807,2
32,1.73,72.9,24.35764642988406,1
32,1.75,79.5,25.959183673469386,2
32,1.729,72.9,24.38582999296524,1
32,1.6,120.0,46.87499999999999,3
32,1.58,42.0,16.82422688671687,0
32,1.65,60.0,22.03856749311295,1
32,1.68,65.0,23.030045351473927,1
32,1.7,65.0,22.49134948096886,1
32,1.68,64.0,22.67573696145125,1
32,1.65,61.0,22.4058769513315,1
32,1.69,67.8,23.738664612583595,1
32,1.64,42.2,15.690065437239742,0
32,1.72,81.9,27.683883180097354,2
32,1.77,115.7,36.930639343739024,3
31,1.74,76.19,25.165147311401768,2
31,1.73,72.99,24.387717598316012,1
31,1.75,79.39,25.92326530612245,2
31,1.729,72.99,24.415935955919515,1
31,1.7298,76.07,25.422697547460636,2
31,1.55,40.0,16.649323621227886,0
31,1.68,62.0,21.9671201814059,1
31,1.74,67.0,22.12973972783723,1
31,1.71,66.0,22.571047501795427,1
31,1.68,63.0,22.321428571428577,1
31,1.63,60.0,22.582709172343712,1
31,1.7,74.1,25.640138408304498,2
31,1.65,43.0,15.794306703397615,0
31,1.74,82.5,27.24930638129211,2
31,1.85,132.0,38.568298027757486,3
30,1.74,76.18,25.161844365173735,2
30,1.73,73.08,24.417788766747968,1
30,1.75,79.28,25.88734693877551,2
30,1.729,73.08,24.446041918873792,1
30,1.7298,76.06,25.41935553384851,2
30,1.68,95.0,33.6592970521542,3
30,1.7,155.0,53.63321799307959,3
30,1.8,175.0,54.01234567901234,3
30,2.07,270.0,63.01197227473221,3
30,1.86,70.0,20.23355301190889,1
30,1.7,66.0,22.837370242214536,1
30,1.72,66.0,22.30935640886966,1
30,1.69,64.0,22.40817898532965,1
30,1.65,61.0,22.4058769513315,1
30,1.865,93.4,26.85277691926198,2
30,1.87,92.3,26.394806828905597,2
30,1.68,68.7,24.340986394557827,1
30,1.67,44.5,15.956111728638533,0
30,1.74,79.9,26.39054036200291,2
30,1.72,106.7,36.06679286100595,3
29,1.79,74.72,23.320121094847227,1
29,1.78,71.72,22.63603080419139,1
29,1.8,77.72,23.98765432098765,1
29,1.779,71.72,22.661485995662975,1
29,1.7798,74.6,23.55029884824138,1
29,1.65,150.0,55.096418732782375,3
29,1.75,170.0,55.51020408163265,3
29,2.05,260.0,61.86793575252826,3
29,1.84,68.0,20.085066162570886,1
29,1.63,58.0,21.829952199932254,1
29,1.7,64.0,22.145328719723185,1
29,1.68,63.0,22.321428571428577,1
29,1.66,62.0,22.49963710262738,1
29,1.847,90.9,26.645881511129275,2
29,1.72,69.3,23.424824229313145,1
29,1.66,45.7,16.584409928872116,0
29,1.75,81.4,26.579591836734696,2
29,1.76,113.8,36.738119834710744,3
28,1.78,74.71,23.579724782224464,1
28,1.77,71.81,22.921255067190142,1
28,1.79,77.61,24.222090446615276,1
28,1.769,71.81,22.94717675589362,1
28,1.7698,74.59,23.813993218627807,1
28,1.75,75.0,24.489795918367346,1
28,1.67,145.0,51.991824733766,3
28,1.72,165.0,55.77339102217415,3
28,2.02,250.0,61.26850308793256,3
28,1.82,66.0,19.925129815239703,1
28,1.78,75.0,23.671253629592222,1
28,1.76,69.0,22.275309917355372,1
28,1.66,62.0,22.49963710262738,1
28,1.67,63.0,22.589551436050055,1
28,1.63,60.0,22.582709172343712,1
28,1.838,87.2,25.8122267071295,2
28,1.78,72.1,22.755965155914655,1
28,1.68,46.2,16.369047619047624,0
28,1.73,78.6,26.26215376390791,2
28,1.82,126.8,38.28040091776355,3
27,1.77,74.7,23.843723068083882,1
27,1.76,71.9,23.211518595041326,1
27,1.78,77.5,24.460295417245298,1
27,1.759,71.9,23.237917817923968,1
27,1.7598,74.58,24.082177456625246,1
27,1.69,140.0,49.017891530408605,3
27,1.77,160.0,51.07089278304446,3
27,2.0,240.0,60.0,3
27,1.8,64.0,19.753086419753085,1
27,1.67,63.0,22.589551436050055,1
27,1.75,68.0,22.20408163265306,1
27,1.66,62.0,22.49963710262738,1
27,1.62,59.0,22.481329065691202,1
27,1.82,85.8,25.902668759811615,2
27,1.825,84.6,25.40063801838994,2
27,1.79,76.8,23.969289348022844,1
27,1.69,47.5,16.63107034067435,0
27,1.71,76.3,26.093498854348347,2
27,1.84,131.0,38.693289224952736,3
26,1.76,74.69,24.11221590909091,1
26,1.75,71.99,23.506938775510203,1
26,1.77,77.39,24.702352452998817,1
26,1.749,71.99,23.533826893158906,1
26,1.7498,74.57,24.354954283689928,1
26,1.64,135.0,50.19333729922666,3
26,1.79,155.0,48.37551886645236,3
26,1.97,230.0,59.26460357133654,3
26,1.78,62.0,19.568236333796236,1
26,1.74,68.0,22.460034350640772,1
26,1.69,63.0,22.058051188683873,1
26,1.65,61.0,22.4058769513315,1
26,1.6,58.0,22.656249999999996,1
26,1.794,83.2,25.851065548608084,2
26,1.74,71.9,23.74818337957458,1
26,1.71,48.9,16.723094285421155,0
26,1.76,80.2,25.891012396694215,2
26,1.86,134.1,38.76170655567117,3
25,1.75,74.68,24.38530612244898,1
25,1.74,72.08,23.807636411679216,1
25,1.76,77.28,24.948347107438018,1
25,1.739,72.08,23.835025119695935,1
25,1.7398,74.56,24.63242937823691,1
25,1.7,130.0,44.98269896193772,3
25,1.74,150.0,49.544193420531116,3
25,1.95,220.0,57.85667324128863,3
25,1.76,60.0,19.369834710743802,1
25,1.72,68.0,22.985397512168742,1
25,1.62,60.0,22.86236854138088,1
25,1.6,58.0,22.656249999999996,1
25,1.77,78.0,24.897060231734173,1
25,1.77,77.0,24.577867151840145,1
25,1.76,76.0,24.535123966942148,1
25,1.76,75.0,24.212293388429753,1
25,1.786,80.7,25.29942353680298,2
25,1.781,79.5,25.0633598584598,2
25,1.75,70.5,23.020408163265305,1
25,1.73,49.7,16.605967456313277,0
25,1.71,77.7,26.57227864984098,2
25,1.75,100.2,32.71836734693878,3
24,1.77,71.82,22.92444699798908,1
24,1.76,69.32,22.378615702479337,1
24,1.78,74.32,23.456634263350583,1
24,1.759,69.32,22.404067637531146,1
24,1.781,74.32,23.430300687807954,1
24,1.62,125.0,47.62993446121017,3
24,1.76,145.0,46.810433884297524,3
24,1.92,210.0,56.966145833333336,3
24,1.74,58.0,19.157088122605362,1
24,1.75,70.0,22.857142857142858,1
24,1.76,76.0,24.535123966942148,1
24,1.76,75.0,24.212293388429753,1
24,1.75,74.0,24.163265306122447,1
24,1.75,73.0,23.836734693877553,1
24,1.767,77.0,24.66139425274214,1
24,1.76,68.0,21.952479338842977,1
24,1.66,50.5,18.32631731746262,0
24,1.72,74.8,25.283937263385617,2
24,1.83,128.7,38.43052942757323,3
23,1.76,71.81,23.182463842975206,1
23,1.75,69.41,22.664489795918367,1
23,1.77,74.21,23.687318458935806,1
23,1.749,69.41,22.69041428884789,1
23,1.771,74.21,23.660575792753637,1
23,1.68,120.0,42.51700680272109,3
23,1.71,140.0,47.877979549263024,3
23,1.9,200.0,55.4016620498615,3
23,1.72,56.0,18.92915089237426,1
23,1.75,74.0,24.163265306122447,1
23,1.75,73.0,23.836734693877553,1
23,1.74,72.0,23.781212841854934,1
23,1.74,71.0,23.450918219051392,1
23,1.746,74.4,24.40531721007861,1
23,1.68,52.1,18.459467120181408,0
23,1.7,75.9,26.262975778546718,2
22,1.75,71.8,23.444897959183674,1
22,1.74,69.5,22.955476284846082,1
22,1.76,74.1,23.921745867768593,1
22,1.739,69.5,22.98188465342491,1
22,1.761,74.1,23.894585216120237,1
22,1.762,71.901,23.15917702641591,1
22,1.738,71.699,23.736329074197425,1
22,1.63,95.0,35.75595618954421,3
22,1.66,115.0,41.73319785164756,3
22,1.69,135.0,47.26725254717973,3
22,1.87,190.0,54.333838542709245,3
22,1.7,54.0,18.68512110726644,1
22,1.74,72.0,23.781212841854934,1
22,1.76,73.0,23.56663223140496,1
22,1.74,71.0,23.450918219051392,1
22,1.73,70.0,23.38868655818771,1
22,1.72,69.0,23.323418063818284,1
22,1.709,73.0,24.99417088001052,1
22,1.702,71.9,24.82045730398053,1
22,1.8,80.2,24.753086419753085,1
22,1.7,54.8,18.961937716262977,1
22,1.68,72.0,25.510204081632658,2
22,1.79,120.3,37.54564464280141,3
21,1.74,71.79,23.71185097106619,1
21,1.73,69.59,23.25169567977547,1
21,1.75,73.99,24.159999999999997,1
21,1.729,69.59,23.27859957764679,1
21,1.751,73.99,24.132412220348268,1
21,1.752,71.891,23.421047830528973,1
21,1.728,71.689,24.008501050240053,1
21,1.75,110.0,35.91836734693877,3
21,1.71,110.0,37.61841250299238,3
21,1.73,130.0,43.43613217949146,3
21,1.85,180.0,52.59313367421475,3
21,1.68,52.0,18.42403628117914,0
21,1.73,70.0,23.38868655818771,1
21,1.75,71.0,23.183673469387756,1
21,1.73,69.0,23.054562464499313,1
21,1.72,68.0,22.985397512168742,1
21,1.71,67.0,22.91303307000445,1
21,1.715,69.3,23.561611233414645,1
21,1.75,57.3,18.710204081632654,1
21,1.7,43.4,15.017301038062286,0
21,1.55,37.6,15.650364203954213,0
21,1.69,73.5,25.73439305346452,2
20,1.73,71.78,23.983427444953055,1
20,1.72,69.68,23.553272038939973,1
20,1.74,73.88,24.40216673272559,1
20,1.719,69.68,23.580683467565223,1
20,1.741,73.88,24.374142426414863,1
20,1.742,71.881,23.68742264127565,1
20,1.718,71.679,24.285420006749057,1
20,1.72,105.0,35.49215792320173,3
20,1.65,105.0,38.567493112947666,3
20,1.78,125.0,39.4520893826537,3
20,1.82,170.0,51.322304069556814,3
20,1.66,50.0,18.144868631151112,0
20,1.72,68.0,22.985397512168742,1
20,1.73,69.0,23.054562464499313,1
20,1.72,67.0,22.647376960519203,1
20,1.7,66.0,22.837370242214536,1
20,1.69,65.0,22.758306781975424,1
20,1.705,68.9,23.7012065599711,1
20,1.61,44.6,17.206126306855445,0
20,1.57,41.1,16.67410442614305,0
20,1.56,39.4,16.190006574621957,0
20,1.54,34.9,14.715803676842638,0
20,1.51,31.7,13.902898995658084,0
20,1.49,29.4,13.242646727624882,0
20,1.47,27.6,12.772455921143969,0
20,1.46,25.9,12.15049727903922,0
20,1.68,72.9,25.829081632653068,2
19,1.751,70.0,22.83104278178644,1
19,1.741,68.0,22.434240457447356,1
19,1.761,72.0,23.217410736311162,1
19,1.74,68.0,22.460034350640772,1
19,1.762,72.0,23.19106474043401,1
19,1.763,70.101,22.553792924387317,1
19,1.739,69.899,23.11382381855752,1
19,1.68,98.0,34.72222222222223,3
19,1.69,98.0,34.31252407128602,3
19,1.75,120.0,39.183673469387756,3
19,1.8,160.0,49.382716049382715,3
19,1.64,48.0,17.846519928613922,0
19,1.71,66.0,22.571047501795427,1
19,1.72,67.0,22.647376960519203,1
19,1.7,65.0,22.49134948096886,1
19,1.69,64.0,22.40817898532965,1
19,1.68,63.0,22.321428571428577,1
19,1.673,65.4,23.36608038288931,1
19,1.661,64.2,23.26996677324215,1
19,1.58,41.5,16.623938471398812,0
19,1.6,42.3,16.523437499999996,0
19,1.59,41.2,16.296823701594082,0
19,1.58,37.0,14.821342733536289,0
19,1.53,33.6,14.353453799820583,0
19,1.5,30.8,13.68888888888889,0
19,1.48,28.7,13.10262965668371,0
19,1.47,26.9,12.448516821694664,0
19,1.69,74.4,26.049508070445718,2
18,1.75,69.2,22.59591836734694,1
18,1.74,67.3,22.22882811467829,1
18,1.76,71.1,22.953254132231404,1
18,1.739,67.3,22.254400534899226,1
18,1.761,71.1,22.92719310210727,1
18,1.762,69.301,22.32172191078913,1
18,1.738,69.099,22.875585471177672,1
18,1.59,69.32,27.419801431905377,2
18,1.7,100.0,34.602076124567475,3
18,1.67,100.0,35.8564308508731,3
18,1.72,115.0,38.87236343969714,3
18,1.78,150.0,47.342507259184444,3
18,1.62,46.0,17.527815881725342,0
18,1.7,64.0,22.145328719723185,1
18,1.71,65.0,22.229061933586404,1
18,1.69,63.0,22.058051188683873,1
18,1.68,62.0,21.9671201814059,1
18,1.67,61.0,21.872422819032593,1
18,1.69,63.8,22.338153426000492,1
18,1.62,43.9,16.727632982777013,0
18,1.55,40.0,16.649323621227886,0
18,1.61,41.7,16.087342309324484,0
18,1.57,36.3,14.72676376323583,0
18,1.52,32.9,14.239958448753463,0
18,1.5,30.3,13.466666666666667,0
18,1.48,28.3,12.920014609203799,0
18,1.46,26.6,12.478889097391633,0
18,1.7,72.9,25.224913494809694,2
17,1.65,95.0,34.894398530762174,3
17,1.63,95.0,35.75595618954421,3
17,1.68,110.0,38.97392290249434,3
17,1.75,140.0,45.714285714285715,3
17,1.6,44.0,17.187499999999996,0
17,1.69,61.0,21.35779559539232,1
17,1.7,62.0,21.453287197231838,1
17,1.68,60.0,21.258503401360546,1
17,1.67,59.0,21.15529420201513,1
17,1.65,58.0,21.30394857667585,1
17,1.63,45.2,17.01230757649893,0
17,1.62,44.0,16.76573693034598,0
17,1.6,38.9,15.195312499999996,0
17,1.54,34.1,14.37847866419295,0
17,1.51,31.2,13.683610367966317,0
17,1.49,29.0,13.062474663303455,0
17,1.47,27.3,12.63362487852284,0
16,1.6,90.0,35.15624999999999,3
16,1.58,90.0,36.05191475725044,3
16,1.7,105.0,36.33217993079585,3
16,1.72,130.0,43.942671714440245,3
16,1.58,42.0,16.82422688671687,0
16,1.67,58.0,20.796729893506402,1
16,1.68,59.0,20.904195011337873,1
16,1.66,57.0,20.685150239512268,1
16,1.65,56.0,20.569329660238754,1
16,1.64,55.0,20.449137418203453,1
16,1.652,58.7,21.50889083010395,1
16,1.642,56.6,20.992788272523484,1
16,1.59,42.8,16.929710058937538,0
16,1.58,40.1,16.06313090850825,0
16,1.55,35.7,14.859521331945889,0
16,1.52,32.2,13.936980609418283,0
16,1.49,29.9,13.467861808026665,0
16,1.47,28.0,12.957563977972143,0
16,1.46,26.3,12.33814974666917,0
15,1.55,85.0,35.37981269510926,3
15,1.62,85.0,32.38835543362292,3
15,1.65,100.0,36.73094582185492,3
15,1.7,120.0,41.52249134948097,3
15,1.55,40.0,16.649323621227886,0
15,1.65,55.0,20.202020202020204,1
15,1.66,56.0,20.322252866889244,1
15,1.64,54.0,20.077334919690664,1
15,1.63,53.0,19.94805976890361,1
15,1.62,52.0,19.81405273586343,1
15,1.605,55.2,21.42836346696946,1
15,1.597,54.0,21.173074593133887,1
22,1.78,115.0,36.295922232041406,3
32,1.76,130.5,42.12939049586777,3
42,1.73,146.2,48.84894249724347,3
25,1.81,128.7,39.28451512469094,3
35,1.75,141.5,46.204081632653065,3
45,1.7,155.8,53.91003460207614,3
28,1.85,142.0,41.49013878743608,3
38,1.8,159.6,49.25925925925925,3
48,1.68,175.0,62.00396825396826,3
30,1.8,150.0,46.29629629629629,3
40,1.74,165.3,54.59770114942529,3
50,1.66,182.7,66.30134997822616,3
24,1.77,124.5,39.73953844680647,3
34,1.76,138.9,44.8411673553719,3
44,1.72,154.0,52.05516495402921,3
27,1.83,136.2,40.670070769506395,3
37,1.78,152.3,48.06842570382528,3
47,1.67,168.9,60.56151170712467,3
29,1.79,132.1,41.22842607908617,3
39,1.77,146.3,46.697947588496284,3
49,1.65,162.5,59.68778696051424,3
26,1.82,132.0,39.85025963047941,3
36,1.76,144.0,46.48760330578513,3
46,1.71,158.7,54.273109674771725,3
31,1.78,127.8,40.33581618482515,3
41,1.75,151.0,49.30612244897959,3
17,1.65,60.5,22.222222222222225,1
25,1.75,70.2,22.922448979591838,1
32,1.8,76.8,23.703703703703702,1
22,1.68,63.5,22.498582766439913,1
39,1.7,72.9,25.224913494809694,2
48,1.62,68.7,26.17741197988111,2
19,1.7,67.3,23.28719723183391,1
28,1.78,74.6,23.545006943567728,1
35,1.75,71.8,23.444897959183674,1
44,1.69,70.3,24.613984104198035,1
20,1.72,66.0,22.30935640886966,1
29,1.79,75.3,23.501139165444275,1
37,1.72,69.5,23.49242833964305,1
47,1.66,68.0,24.677021338365513,1
21,1.69,65.7,23.003396239627467,1
31,1.76,72.0,23.243801652892564,1
38,1.71,70.2,24.007386888273317,1
49,1.64,67.3,25.02230814991077,2
24,1.73,68.5,22.887500417655115,1
33,1.81,78.4,23.930893440371175,1
41,1.67,68.9,24.70508085625157,1
50,1.63,67.0,25.21735857578381,2
23,1.71,67.0,22.91303307000445,1
30,1.77,73.5,23.46069137221105,1
36,1.74,70.8,23.384859294490685,1
46,1.68,69.2,24.518140589569164,1
18,1.66,62.3,22.608506314414285,1
27,1.74,71.5,23.616065530453163,1
34,1.78,73.2,23.10314354248201,1
42,1.65,66.2,24.315886134067956,1
16,1.6,55.0,21.484374999999996,1
26,1.72,68.5,23.154407787993513,1
37,1.76,73.2,23.63119834710744,1
47,1.66,63.7,23.116562636086517,1
18,1.68,62.8,22.25056689342404,1
29,1.79,71.4,22.28394869073999,1
40,1.73,70.0,23.38868655818771,1
49,1.65,63.3,23.25068870523416,1
19,1.66,59.5,21.59239367106982,1
30,1.76,68.0,21.952479338842977,1
42,1.69,67.2,23.528587934596132,1
50,1.64,62.7,23.31201665675194,1
21,1.72,65.7,22.2079502433748,1
32,1.78,70.5,22.25097841181669,1
44,1.7,66.9,23.148788927335644,1
22,1.69,64.3,22.51321732432338,1
34,1.75,69.8,22.791836734693877,1
46,1.68,63.8,22.604875283446713,1
23,1.7,63.5,21.972318339100347,1
35,1.77,70.3,22.43927351655016,1
48,1.65,63.1,23.177226813590455,1
25,1.71,66.7,22.810437399541744,1
36,1.75,70.1,22.889795918367344,1
45,1.67,63.5,22.76883359030442,1
27,1.74,68.2,22.52609327520148,1
38,1.78,71.0,22.408786769347305,1
16,1.62,50.0,19.05197378448407,1
26,1.67,55.5,19.900319122234574,1
36,1.7,57.8,20.0,1
46,1.73,60.2,20.11427044004143,1
17,1.63,51.2,19.2705784937333,1
27,1.68,56.0,19.841269841269845,1
37,1.71,58.1,19.869361512944156,1
47,1.74,61.0,20.147971991015986,1
18,1.64,52.5,19.51963117192148,1
28,1.69,56.7,19.852246069815486,1
38,1.72,59.0,19.94321254732288,1
48,1.75,62.3,20.34285714285714,1
19,1.65,53.8,19.761248852157944,1
29,1.7,57.3,19.826989619377162,1
39,1.73,59.9,20.014033211934912,1
49,1.76,63.6,20.53202479338843,1
20,1.66,55.0,19.959355494266223,1
30,1.71,58.5,20.006155740227765,1
40,1.74,60.7,20.048883604174925,1
50,1.77,64.9,20.715630885122412,1
21,1.67,56.2,20.151314138190685,1
31,1.72,59.0,19.94321254732288,1
41,1.75,61.5,20.081632653061224,1
22,1.68,57.5,20.37273242630386,1
32,1.73,60.8,20.314744896254467,1
42,1.76,62.2,20.080061983471076,1
23,1.69,58.7,20.552501663107037,1
33,1.74,61.2,20.214030915576696,1
43,1.77,63.4,20.236841265281367,1
24,1.7,60.0,20.761245674740486,1
34,1.75,61.8,20.179591836734694,1
44,1.78,64.8,20.45196313596768,1
25,1.71,61.2,20.929516774392123,1
35,1.76,62.4,20.144628099173556,1
45,1.79,65.7,20.50497799694142,1
16,1.65,65.5,24.05876951331497,1
